sensor,date,measurement
temperature,2023-04-25 13:36:26.742584,119
weight,2023-04-25 13:36:26.742586,131
temperature,2023-04-25 13:36:26.742588,125
humidity,2023-04-25 13:36:26.742590,44
weight,2023-04-25 13:36:26.742592,86
weight,2023-04-25 13:36:26.742594,193
temperature,2023-04-25 13:36:26.742596,157
humidity,2023-04-25 13:36:26.742597,94
weight,2023-04-25 13:36:26.742600,69
light,2023-04-25 13:36:26.742601,2147
light,2023-04-25 13:36:26.742603,2220
weight,2023-04-25 13:36:26.742605,E0
temperature,2023-04-25 13:36:26.742607,42
weight,2023-04-25 13:36:26.742609,143
humidity,2023-04-25 13:36:26.742611,&^%$
light,2023-04-25 13:36:26.742612,644
humidity,2023-04-25 13:36:26.742616,86
light,2023-04-25 13:36:26.742618,749
temperature,2023-04-25 13:36:26.742620,50
humidity,2023-04-25 13:36:26.742622,17
humidity,2023-04-25 13:36:26.742624,70
light,2023-04-25 13:36:26.742626,5361
humidity,2023-04-25 13:36:26.742628,14
temperature,2023-04-25 13:36:26.742630,114
temperature,2023-04-25 13:36:26.742632,E0
weight,2023-04-25 13:36:26.742633,116
humidity,2023-04-25 13:36:26.742635,3
humidity,2023-04-25 13:36:26.742639,32
weight,2023-04-25 13:36:26.742641,111
temperature,2023-04-25 13:36:26.742643,172
light,2023-04-25 13:36:26.742644,1282
weight,2023-04-25 13:36:26.742646,34
temperature,2023-04-25 13:36:26.742648,4
humidity,2023-04-25 13:36:26.742650,56
light,2023-04-25 13:36:26.742652,859
weight,2023-04-25 13:36:26.742654,175
light,2023-04-25 13:36:26.742656,574
weight,2023-04-25 13:36:26.742658,E3
humidity,2023-04-25 13:36:26.742659,61
light,2023-04-25 13:36:26.742663,1074
weight,2023-04-25 13:36:26.742665,71
temperature,2023-04-25 13:36:26.742667,75
weight,2023-04-25 13:36:26.742669,83
weight,2023-04-25 13:36:26.742671,103
light,2023-04-25 13:36:26.742673,3677
weight,2023-04-25 13:36:26.742675,182
light,2023-04-25 13:36:26.742677,5776
light,2023-04-25 13:36:26.742679,2708
temperature,2023-04-25 13:36:26.742681,58
temperature,2023-04-25 13:36:26.742682,123
humidity,2023-04-25 13:36:26.742684,7
weight,2023-04-25 13:36:26.742686,31
weight,2023-04-25 13:36:26.742688,198
light,2023-04-25 13:36:26.742690,5925
humidity,2023-04-25 13:36:26.742692,E7
humidity,2023-04-25 13:36:26.742694,41
humidity,2023-04-25 13:36:26.742696,61
weight,2023-04-25 13:36:26.742698,17
light,2023-04-25 13:36:26.742700,4330
light,2023-04-25 13:36:26.742702,3088
light,2023-04-25 13:36:26.742704,3398
light,2023-04-25 13:36:26.742706,2520
weight,2023-04-25 13:36:26.742710,124
light,2023-04-25 13:36:26.742712,1551
weight,2023-04-25 13:36:26.742714,65
humidity,2023-04-25 13:36:26.742716,57
weight,2023-04-25 13:36:26.742718,139
humidity,2023-04-25 13:36:26.742720,83
light,2023-04-25 13:36:26.742721,114
light,2023-04-25 13:36:26.742724,5280
humidity,2023-04-25 13:36:26.742726,25
temperature,2023-04-25 13:36:26.742728,110
weight,2023-04-25 13:36:26.742730,166
light,2023-04-25 13:36:26.742732,1458
weight,2023-04-25 13:36:26.742735,144
humidity,2023-04-25 13:36:26.742737,22
weight,2023-04-25 13:36:26.742739,E1
temperature,2023-04-25 13:36:26.742741,158
weight,2023-04-25 13:36:26.742742,41
weight,2023-04-25 13:36:26.742744,116
weight,2023-04-25 13:36:26.742746,168
humidity,2023-04-25 13:36:26.742748,12
weight,2023-04-25 13:36:26.742750,142
weight,2023-04-25 13:36:26.742752,106
light,2023-04-25 13:36:26.742754,1462
temperature,2023-04-25 13:36:26.742758,1
humidity,2023-04-25 13:36:26.742759,33
humidity,2023-04-25 13:36:26.742762,60
weight,2023-04-25 13:36:26.742764,72
temperature,2023-04-25 13:36:26.742765,16
light,2023-04-25 13:36:26.742769,2074
temperature,2023-04-25 13:36:26.742771,28
light,2023-04-25 13:36:26.742773,2356
light,2023-04-25 13:36:26.742775,1235
light,2023-04-25 13:36:26.742777,1725
temperature,2023-04-25 13:36:26.742779,44
temperature,2023-04-25 13:36:26.742781,116
weight,2023-04-25 13:36:26.742783,93
light,2023-04-25 13:36:26.742785,4868
light,2023-04-25 13:36:26.742787,992
humidity,2023-04-25 13:36:26.742789,33
temperature,2023-04-25 13:36:26.742791,110
humidity,2023-04-25 13:36:26.742792,68
temperature,2023-04-25 13:36:26.742794,94
light,2023-04-25 13:36:26.742796,411
light,2023-04-25 13:36:26.742798,1800
humidity,2023-04-25 13:36:26.742800,49
light,2023-04-25 13:36:26.742802,3755
weight,2023-04-25 13:36:26.742806,163
light,2023-04-25 13:36:26.742808,E6
temperature,2023-04-25 13:36:26.742809,111
light,2023-04-25 13:36:26.742811,E6
temperature,2023-04-25 13:36:26.742813,67
humidity,2023-04-25 13:36:26.742815,65
humidity,2023-04-25 13:36:26.742817,23
temperature,2023-04-25 13:36:26.742819,121
light,2023-04-25 13:36:26.742821,809
temperature,2023-04-25 13:36:26.742823,146
weight,2023-04-25 13:36:26.742825,168
humidity,2023-04-25 13:36:26.742827,98
temperature,2023-04-25 13:36:26.742829,E7
temperature,2023-04-25 13:36:26.742830,174
weight,2023-04-25 13:36:26.742832,99
humidity,2023-04-25 13:36:26.742834,44
weight,2023-04-25 13:36:26.742836,173
weight,2023-04-25 13:36:26.742838,4
temperature,2023-04-25 13:36:26.742840,E0
humidity,2023-04-25 13:36:26.742841,62
weight,2023-04-25 13:36:26.742843,151
weight,2023-04-25 13:36:26.742845,3
humidity,2023-04-25 13:36:26.742847,25
light,2023-04-25 13:36:26.742850,4988
weight,2023-04-25 13:36:26.742852,182
light,2023-04-25 13:36:26.742855,4431
light,2023-04-25 13:36:26.742857,659
weight,2023-04-25 13:36:26.742859,96
temperature,2023-04-25 13:36:26.742860,81
humidity,2023-04-25 13:36:26.742862,66
light,2023-04-25 13:36:26.742864,2259
weight,2023-04-25 13:36:26.742866,122
humidity,2023-04-25 13:36:26.742868,76
humidity,2023-04-25 13:36:26.742870,12
light,2023-04-25 13:36:26.742872,2924
weight,2023-04-25 13:36:26.742874,121
light,2023-04-25 13:36:26.742876,&^%$
temperature,2023-04-25 13:36:26.742877,E0
light,2023-04-25 13:36:26.742879,2605
temperature,2023-04-25 13:36:26.742881,179
humidity,2023-04-25 13:36:26.742882,E1
weight,2023-04-25 13:36:26.742884,51
light,2023-04-25 13:36:26.742886,4977
light,2023-04-25 13:36:26.742888,1003
weight,2023-04-25 13:36:26.742890,103
temperature,2023-04-25 13:36:26.742894,165
temperature,2023-04-25 13:36:26.742898,5
temperature,2023-04-25 13:36:26.742899,108
humidity,2023-04-25 13:36:26.742901,38
weight,2023-04-25 13:36:26.742903,51
temperature,2023-04-25 13:36:26.742907,32
humidity,2023-04-25 13:36:26.742909,87
light,2023-04-25 13:36:26.742911,1893
light,2023-04-25 13:36:26.742913,1887
light,2023-04-25 13:36:26.742915,1495
light,2023-04-25 13:36:26.742917,465
light,2023-04-25 13:36:26.742919,942
temperature,2023-04-25 13:36:26.742921,175
weight,2023-04-25 13:36:26.742923,191
weight,2023-04-25 13:36:26.742925,87
temperature,2023-04-25 13:36:26.742927,E9
humidity,2023-04-25 13:36:26.742928,67
light,2023-04-25 13:36:26.742930,3085
light,2023-04-25 13:36:26.742932,182
temperature,2023-04-25 13:36:26.742934,134
humidity,2023-04-25 13:36:26.742936,3
temperature,2023-04-25 13:36:26.742939,180
humidity,2023-04-25 13:36:26.742941,E5
temperature,2023-04-25 13:36:26.742942,97
humidity,2023-04-25 13:36:26.742945,54
temperature,2023-04-25 13:36:26.742947,E7
temperature,2023-04-25 13:36:26.742949,28
light,2023-04-25 13:36:26.742951,552
weight,2023-04-25 13:36:26.742953,198
light,2023-04-25 13:36:26.742955,299
light,2023-04-25 13:36:26.742957,2958
light,2023-04-25 13:36:26.742959,995
humidity,2023-04-25 13:36:26.742961,40
humidity,2023-04-25 13:36:26.742963,75
humidity,2023-04-25 13:36:26.742965,25
light,2023-04-25 13:36:26.742966,2373
light,2023-04-25 13:36:26.742968,5622
light,2023-04-25 13:36:26.742971,807
temperature,2023-04-25 13:36:26.742973,161
temperature,2023-04-25 13:36:26.742974,43
humidity,2023-04-25 13:36:26.742976,E3
weight,2023-04-25 13:36:26.742978,65
light,2023-04-25 13:36:26.742980,1181
weight,2023-04-25 13:36:26.742983,107
humidity,2023-04-25 13:36:26.742985,11
weight,2023-04-25 13:36:26.742987,180
light,2023-04-25 13:36:26.742989,2308
weight,2023-04-25 13:36:26.742998,6
weight,2023-04-25 13:36:26.743000,89
temperature,2023-04-25 13:36:26.743002,175
humidity,2023-04-25 13:36:26.743004,9
light,2023-04-25 13:36:26.743006,3814
temperature,2023-04-25 13:36:26.743008,197
light,2023-04-25 13:36:26.743010,3792
light,2023-04-25 13:36:26.743012,2501
light,2023-04-25 13:36:26.743014,1236
light,2023-04-25 13:36:26.743016,972
humidity,2023-04-25 13:36:26.743018,48
humidity,2023-04-25 13:36:26.743020,54
light,2023-04-25 13:36:26.743022,4753
light,2023-04-25 13:36:26.743024,2741
temperature,2023-04-25 13:36:26.743026,0
humidity,2023-04-25 13:36:26.743028,64
light,2023-04-25 13:36:26.743031,3386
temperature,2023-04-25 13:36:26.743033,104
humidity,2023-04-25 13:36:26.743035,69
temperature,2023-04-25 13:36:26.743037,49
temperature,2023-04-25 13:36:26.743039,155
weight,2023-04-25 13:36:26.743041,144
humidity,2023-04-25 13:36:26.743043,61
weight,2023-04-25 13:36:26.743046,83
humidity,2023-04-25 13:36:26.743048,88
light,2023-04-25 13:36:26.743050,4426
temperature,2023-04-25 13:36:26.743052,68
weight,2023-04-25 13:36:26.743055,89
temperature,2023-04-25 13:36:26.743056,48
temperature,2023-04-25 13:36:26.743058,2
humidity,2023-04-25 13:36:26.743060,6
light,2023-04-25 13:36:26.743062,178
humidity,2023-04-25 13:36:26.743064,32
weight,2023-04-25 13:36:26.743066,80
humidity,2023-04-25 13:36:26.743068,74
temperature,2023-04-25 13:36:26.743070,E3
humidity,2023-04-25 13:36:26.743071,94
light,2023-04-25 13:36:26.743073,2517
temperature,2023-04-25 13:36:26.743075,154
weight,2023-04-25 13:36:26.743077,E6
weight,2023-04-25 13:36:26.743079,E3
light,2023-04-25 13:36:26.743080,2278
temperature,2023-04-25 13:36:26.743084,190
humidity,2023-04-25 13:36:26.743086,39
temperature,2023-04-25 13:36:26.743088,174
weight,2023-04-25 13:36:26.743090,181
light,2023-04-25 13:36:26.743093,120
light,2023-04-25 13:36:26.743095,3681
humidity,2023-04-25 13:36:26.743097,80
weight,2023-04-25 13:36:26.743099,142
weight,2023-04-25 13:36:26.743101,81
light,2023-04-25 13:36:26.743103,4056
temperature,2023-04-25 13:36:26.743105,62
light,2023-04-25 13:36:26.743107,5874
weight,2023-04-25 13:36:26.743109,129
humidity,2023-04-25 13:36:26.743111,41
weight,2023-04-25 13:36:26.743113,172
temperature,2023-04-25 13:36:26.743115,E5
weight,2023-04-25 13:36:26.743117,E5
temperature,2023-04-25 13:36:26.743118,185
humidity,2023-04-25 13:36:26.743120,E2
weight,2023-04-25 13:36:26.743122,2
light,2023-04-25 13:36:26.743123,2888
weight,2023-04-25 13:36:26.743125,E0
temperature,2023-04-25 13:36:26.743127,170
light,2023-04-25 13:36:26.743129,5611
temperature,2023-04-25 13:36:26.743131,14
humidity,2023-04-25 13:36:26.743133,48
temperature,2023-04-25 13:36:26.743135,38
light,2023-04-25 13:36:26.743138,1835
weight,2023-04-25 13:36:26.743140,160
light,2023-04-25 13:36:26.743142,531
temperature,2023-04-25 13:36:26.743144,200
light,2023-04-25 13:36:26.743146,1804
humidity,2023-04-25 13:36:26.743148,91
weight,2023-04-25 13:36:26.743150,170
humidity,2023-04-25 13:36:26.743152,14
weight,2023-04-25 13:36:26.743154,32
temperature,2023-04-25 13:36:26.743156,&^%$
weight,2023-04-25 13:36:26.743159,6
temperature,2023-04-25 13:36:26.743160,87
temperature,2023-04-25 13:36:26.743162,2
weight,2023-04-25 13:36:26.743165,12
weight,2023-04-25 13:36:26.743167,93
weight,2023-04-25 13:36:26.743169,118
temperature,2023-04-25 13:36:26.743171,149
temperature,2023-04-25 13:36:26.743173,E9
temperature,2023-04-25 13:36:26.743174,158
humidity,2023-04-25 13:36:26.743176,76
humidity,2023-04-25 13:36:26.743178,19
temperature,2023-04-25 13:36:26.743180,61
weight,2023-04-25 13:36:26.743182,50
humidity,2023-04-25 13:36:26.743186,68
light,2023-04-25 13:36:26.743188,1844
weight,2023-04-25 13:36:26.743189,46
weight,2023-04-25 13:36:26.743191,154
temperature,2023-04-25 13:36:26.743193,97
humidity,2023-04-25 13:36:26.743195,19
temperature,2023-04-25 13:36:26.743197,
light,2023-04-25 13:36:26.743199,2625
weight,2023-04-25 13:36:26.743201,24
weight,2023-04-25 13:36:26.743202,144
weight,2023-04-25 13:36:26.743204,105
light,2023-04-25 13:36:26.743206,1924
humidity,2023-04-25 13:36:26.743208,10
weight,2023-04-25 13:36:26.743210,38
temperature,2023-04-25 13:36:26.743212,47
light,2023-04-25 13:36:26.743214,5246
temperature,2023-04-25 13:36:26.743215,35
humidity,2023-04-25 13:36:26.743217,8
weight,2023-04-25 13:36:26.743219,113
temperature,2023-04-25 13:36:26.743221,11
light,2023-04-25 13:36:26.743223,3336
humidity,2023-04-25 13:36:26.743225,94
temperature,2023-04-25 13:36:26.743227,E5
temperature,2023-04-25 13:36:26.743230,147
light,2023-04-25 13:36:26.743232,4231
light,2023-04-25 13:36:26.743234,2716
light,2023-04-25 13:36:26.743236,E5
humidity,2023-04-25 13:36:26.743238,Test
weight,2023-04-25 13:36:26.743239,E4
weight,2023-04-25 13:36:26.743241,E0
temperature,2023-04-25 13:36:26.743242,194
temperature,2023-04-25 13:36:26.743244,126
humidity,2023-04-25 13:36:26.743246,39
humidity,2023-04-25 13:36:26.743248,81
light,2023-04-25 13:36:26.743257,1055
light,2023-04-25 13:36:26.743259,1208
humidity,2023-04-25 13:36:26.743261,83
weight,2023-04-25 13:36:26.743263,84
temperature,2023-04-25 13:36:26.743265,17
temperature,2023-04-25 13:36:26.743267,164
weight,2023-04-25 13:36:26.743268,75
humidity,2023-04-25 13:36:26.743270,34
light,2023-04-25 13:36:26.743272,3167
light,2023-04-25 13:36:26.743274,91
temperature,2023-04-25 13:36:26.743276,2
weight,2023-04-25 13:36:26.743278,197
light,2023-04-25 13:36:26.743282,710
weight,2023-04-25 13:36:26.743283,52
humidity,2023-04-25 13:36:26.743286,27
temperature,2023-04-25 13:36:26.743287,164
light,2023-04-25 13:36:26.743291,379
humidity,2023-04-25 13:36:26.743293,24
weight,2023-04-25 13:36:26.743295,61
humidity,2023-04-25 13:36:26.743297,85
temperature,2023-04-25 13:36:26.743298,
light,2023-04-25 13:36:26.743300,728
light,2023-04-25 13:36:26.743302,1943
temperature,2023-04-25 13:36:26.743304,
light,2023-04-25 13:36:26.743305,4870
weight,2023-04-25 13:36:26.743307,86
light,2023-04-25 13:36:26.743309,2366
temperature,2023-04-25 13:36:26.743311,94
humidity,2023-04-25 13:36:26.743313,3
humidity,2023-04-25 13:36:26.743315,60
temperature,2023-04-25 13:36:26.743317,147
temperature,2023-04-25 13:36:26.743319,99
light,2023-04-25 13:36:26.743321,4810
light,2023-04-25 13:36:26.743323,3427
weight,2023-04-25 13:36:26.743324,148
weight,2023-04-25 13:36:26.743328,19
light,2023-04-25 13:36:26.743330,1334
temperature,2023-04-25 13:36:26.743332,45
humidity,2023-04-25 13:36:26.743333,47
light,2023-04-25 13:36:26.743335,1501
light,2023-04-25 13:36:26.743337,E7
temperature,2023-04-25 13:36:26.743339,160
light,2023-04-25 13:36:26.743341,E9
humidity,2023-04-25 13:36:26.743342,40
temperature,2023-04-25 13:36:26.743344,130
humidity,2023-04-25 13:36:26.743346,75
humidity,2023-04-25 13:36:26.743348,E2
weight,2023-04-25 13:36:26.743349,E6
temperature,2023-04-25 13:36:26.743351,70
light,2023-04-25 13:36:26.743353,3642
humidity,2023-04-25 13:36:26.743354,31
light,2023-04-25 13:36:26.743356,2268
light,2023-04-25 13:36:26.743358,1775
humidity,2023-04-25 13:36:26.743360,79
weight,2023-04-25 13:36:26.743362,E2
light,2023-04-25 13:36:26.743364,99
temperature,2023-04-25 13:36:26.743366,59
light,2023-04-25 13:36:26.743368,1639
humidity,2023-04-25 13:36:26.743371,18
humidity,2023-04-25 13:36:26.743373,42
light,2023-04-25 13:36:26.743375,574
weight,2023-04-25 13:36:26.743377,46
light,2023-04-25 13:36:26.743379,2706
light,2023-04-25 13:36:26.743381,3455
weight,2023-04-25 13:36:26.743383,33
temperature,2023-04-25 13:36:26.743385,141
weight,2023-04-25 13:36:26.743387,53
humidity,2023-04-25 13:36:26.743389,83
weight,2023-04-25 13:36:26.743391,134
temperature,2023-04-25 13:36:26.743393,146
weight,2023-04-25 13:36:26.743395,116
light,2023-04-25 13:36:26.743397,1101
temperature,2023-04-25 13:36:26.743398,52
temperature,2023-04-25 13:36:26.743401,101
temperature,2023-04-25 13:36:26.743402,146
temperature,2023-04-25 13:36:26.743404,E0
light,2023-04-25 13:36:26.743406,1749
weight,2023-04-25 13:36:26.743408,15
temperature,2023-04-25 13:36:26.743409,132
humidity,2023-04-25 13:36:26.743413,1
light,2023-04-25 13:36:26.743415,5246
weight,2023-04-25 13:36:26.743418,130
humidity,2023-04-25 13:36:26.743421,37
humidity,2023-04-25 13:36:26.743423,77
weight,2023-04-25 13:36:26.743426,180
temperature,2023-04-25 13:36:26.743428,76
humidity,2023-04-25 13:36:26.743430,36
light,2023-04-25 13:36:26.743432,1128
light,2023-04-25 13:36:26.743434,2447
light,2023-04-25 13:36:26.743436,3135
light,2023-04-25 13:36:26.743438,2437
temperature,2023-04-25 13:36:26.743440,79
humidity,2023-04-25 13:36:26.743442,54
light,2023-04-25 13:36:26.743444,2667
humidity,2023-04-25 13:36:26.743446,72
humidity,2023-04-25 13:36:26.743448,44
light,2023-04-25 13:36:26.743450,4346
humidity,2023-04-25 13:36:26.743451,95
humidity,2023-04-25 13:36:26.743453,99
weight,2023-04-25 13:36:26.743455,133
temperature,2023-04-25 13:36:26.743457,116
weight,2023-04-25 13:36:26.743459,113
humidity,2023-04-25 13:36:26.743461,50
temperature,2023-04-25 13:36:26.743463,150
light,2023-04-25 13:36:26.743466,2256
light,2023-04-25 13:36:26.743468,1369
weight,2023-04-25 13:36:26.743470,48
temperature,2023-04-25 13:36:26.743472,37
light,2023-04-25 13:36:26.743474,1857
humidity,2023-04-25 13:36:26.743476,65
weight,2023-04-25 13:36:26.743478,33
light,2023-04-25 13:36:26.743479,3097
light,2023-04-25 13:36:26.743481,3488
humidity,2023-04-25 13:36:26.743483,63
humidity,2023-04-25 13:36:26.743485,E3
weight,2023-04-25 13:36:26.743487,&^%$
humidity,2023-04-25 13:36:26.743488,33
weight,2023-04-25 13:36:26.743490,168
temperature,2023-04-25 13:36:26.743492,64
temperature,2023-04-25 13:36:26.743494,79
temperature,2023-04-25 13:36:26.743496,8
humidity,2023-04-25 13:36:26.743498,9
temperature,2023-04-25 13:36:26.743499,146
weight,2023-04-25 13:36:26.743501,7
weight,2023-04-25 13:36:26.743503,184
temperature,2023-04-25 13:36:26.743505,39
weight,2023-04-25 13:36:26.743507,61
temperature,2023-04-25 13:36:26.743510,109
humidity,2023-04-25 13:36:26.743512,67
light,2023-04-25 13:36:26.743514,E2
light,2023-04-25 13:36:26.743516,3382
humidity,2023-04-25 13:36:26.743517,E4
weight,2023-04-25 13:36:26.743519,E9
weight,2023-04-25 13:36:26.743521,23
humidity,2023-04-25 13:36:26.743522,66
weight,2023-04-25 13:36:26.743525,130
weight,2023-04-25 13:36:26.743526,91
light,2023-04-25 13:36:26.743528,1509
temperature,2023-04-25 13:36:26.743530,117
temperature,2023-04-25 13:36:26.743532,133
humidity,2023-04-25 13:36:26.743534,27
temperature,2023-04-25 13:36:26.743536,147
humidity,2023-04-25 13:36:26.743539,31
weight,2023-04-25 13:36:26.743541,122
weight,2023-04-25 13:36:26.743543,32
weight,2023-04-25 13:36:26.743545,79
temperature,2023-04-25 13:36:26.743547,74
humidity,2023-04-25 13:36:26.743548,87
temperature,2023-04-25 13:36:26.743550,87
light,2023-04-25 13:36:26.743552,5796
humidity,2023-04-25 13:36:26.743555,38
humidity,2023-04-25 13:36:26.743557,74
light,2023-04-25 13:36:26.743559,1400
temperature,2023-04-25 13:36:26.743561,162
weight,2023-04-25 13:36:26.743563,3
temperature,2023-04-25 13:36:26.743565,10
weight,2023-04-25 13:36:26.743567,38
humidity,2023-04-25 13:36:26.743568,57
weight,2023-04-25 13:36:26.743570,44
light,2023-04-25 13:36:26.743573,1866
weight,2023-04-25 13:36:26.743575,E5
humidity,2023-04-25 13:36:26.743577,28
light,2023-04-25 13:36:26.743579,4861
light,2023-04-25 13:36:26.743581,E9
temperature,2023-04-25 13:36:26.743582,74
temperature,2023-04-25 13:36:26.743584,5
weight,2023-04-25 13:36:26.743586,165
light,2023-04-25 13:36:26.743588,966
light,2023-04-25 13:36:26.743592,4462
light,2023-04-25 13:36:26.743593,2276
light,2023-04-25 13:36:26.743595,222
temperature,2023-04-25 13:36:26.743597,165
weight,2023-04-25 13:36:26.743599,131
humidity,2023-04-25 13:36:26.743603,18
weight,2023-04-25 13:36:26.743605,80
light,2023-04-25 13:36:26.743607,5254
